Year,LocationAbbr,LocationDesc,Class,Data_Value,Data_Value_Unit,Stratification1,Stratification2,Stratification3,LocationID
2015,TX,Panola,Cardiovascular Diseases,58.1,"per 100,000",Ages 35-64 years,Hispanic,Overall,48365
2003,TX,Panola,Cardiovascular Diseases,80.6,"per 100,000",Ages 35-64 years,Hispanic,Overall,48365
2013,TX,Panola,Cardiovascular Diseases,56.5,"per 100,000",Ages 35-64 years,Hispanic,Overall,48365
2004,TX,Panola,Cardiovascular Diseases,85.6,"per 100,000",Ages 35-64 years,Hispanic,Overall,48365
2002,TX,Panola,Cardiovascular Diseases,79.4,"per 100,000",Ages 35-64 years,Hispanic,Overall,48365
2014,TX,Panola,Cardiovascular Diseases,147.5,"per 100,000",Ages 35-64 years,White,Overall,48365
2018,TX,Panola,Cardiovascular Diseases,157.4,"per 100,000",Ages 35-64 years,White,Overall,48365
2013,TX,Panola,Cardiovascular Diseases,146.2,"per 100,000",Ages 35-64 years,White,Overall,48365
2017,TX,Panola,Cardiovascular Diseases,156.9,"per 100,000",Ages 35-64 years,White,Overall,48365
2004,TX,Panola,Cardiovascular Diseases,161.5,"per 100,000",Ages 35-64 years,White,Overall,48365
2005,TX,Panola,Cardiovascular Diseases,157.6,"per 100,000",Ages 35-64 years,White,Overall,48365
2015,TX,Panola,Cardiovascular Diseases,150.5,"per 100,000",Ages 35-64 years,White,Overall,48365
2007,TX,Panola,Cardiovascular Diseases,153.3,"per 100,000",Ages 35-64 years,White,Overall,48365
2019,TX,Panola,Cardiovascular Diseases,156.8,"per 100,000",Ages 35-64 years,White,Overall,48365
2000,TX,Panola,Cardiovascular Diseases,166.1,"per 100,000",Ages 35-64 years,White,Overall,48365
2001,TX,Panola,Cardiovascular Diseases,167.3,"per 100,000",Ages 35-64 years,White,Overall,48365
2016,TX,Panola,Cardiovascular Diseases,151.6,"per 100,000",Ages 35-64 years,White,Overall,48365
2008,TX,Panola,Cardiovascular Diseases,150,"per 100,000",Ages 35-64 years,White,Overall,48365
2006,TX,Panola,Cardiovascular Diseases,154.8,"per 100,000",Ages 35-64 years,White,Overall,48365
2009,TX,Panola,Cardiovascular Diseases,146.1,"per 100,000",Ages 35-64 years,White,Overall,48365
2002,TX,Panola,Cardiovascular Diseases,158.6,"per 100,000",Ages 35-64 years,White,Overall,48365
2012,TX,Panola,Cardiovascular Diseases,146.3,"per 100,000",Ages 35-64 years,White,Overall,48365
2010,TX,Panola,Cardiovascular Diseases,146,"per 100,000",Ages 35-64 years,White,Overall,48365
2003,TX,Panola,Cardiovascular Diseases,162.3,"per 100,000",Ages 35-64 years,White,Overall,48365
1999,TX,Panola,Cardiovascular Diseases,171.2,"per 100,000",Ages 35-64 years,White,Overall,48365
2011,TX,Panola,Cardiovascular Diseases,143.4,"per 100,000",Ages 35-64 years,White,Overall,48365
2019,TX,Panola,Cardiovascular Diseases,1606.6,"per 100,000",Ages 65 years and older,Black (Non-Hispanic),Overall,48365
2017,TX,Panola,Cardiovascular Diseases,1708.2,"per 100,000",Ages 65 years and older,Black (Non-Hispanic),Overall,48365
2003,TX,Panola,Cardiovascular Diseases,2596.9,"per 100,000",Ages 65 years and older,Black (Non-Hispanic),Overall,48365
2004,TX,Panola,Cardiovascular Diseases,2424.4,"per 100,000",Ages 65 years and older,Black (Non-Hispanic),Overall,48365
2018,TX,Panola,Cardiovascular Diseases,1675.5,"per 100,000",Ages 65 years and older,Black (Non-Hispanic),Overall,48365
2000,TX,Panola,Cardiovascular Diseases,2625,"per 100,000",Ages 65 years and older,Black (Non-Hispanic),Overall,48365
2002,TX,Panola,Cardiovascular Diseases,2577.7,"per 100,000",Ages 65 years and older,Black (Non-Hispanic),Overall,48365
2011,TX,Panola,Cardiovascular Diseases,1878,"per 100,000",Ages 65 years and older,Black (Non-Hispanic),Overall,48365
2005,TX,Panola,Cardiovascular Diseases,2416.6,"per 100,000",Ages 65 years and older,Black (Non-Hispanic),Overall,48365
2014,TX,Panola,Cardiovascular Diseases,1716.3,"per 100,000",Ages 65 years and older,Black (Non-Hispanic),Overall,48365
2001,TX,Panola,Cardiovascular Diseases,2625.6,"per 100,000",Ages 65 years and older,Black (Non-Hispanic),Overall,48365
2010,TX,Panola,Cardiovascular Diseases,1994.4,"per 100,000",Ages 65 years and older,Black (Non-Hispanic),Overall,48365
2013,TX,Panola,Cardiovascular Diseases,1809.8,"per 100,000",Ages 65 years and older,Black (Non-Hispanic),Overall,48365
2007,TX,Panola,Cardiovascular Diseases,2181.2,"per 100,000",Ages 65 years and older,Black (Non-Hispanic),Overall,48365
1999,TX,Panola,Cardiovascular Diseases,2736.5,"per 100,000",Ages 65 years and older,Black (Non-Hispanic),Overall,48365
2008,TX,Panola,Cardiovascular Diseases,2106,"per 100,000",Ages 65 years and older,Black (Non-Hispanic),Overall,48365
2012,TX,Panola,Cardiovascular Diseases,1808.2,"per 100,000",Ages 65 years and older,Black (Non-Hispanic),Overall,48365
2015,TX,Panola,Cardiovascular Diseases,1722.1,"per 100,000",Ages 65 years and older,Black (Non-Hispanic),Overall,48365
2016,TX,Panola,Cardiovascular Diseases,1697.6,"per 100,000",Ages 65 years and older,Black (Non-Hispanic),Overall,48365
2009,TX,Panola,Cardiovascular Diseases,2018.4,"per 100,000",Ages 65 years and older,Black (Non-Hispanic),Overall,48365
2006,TX,Panola,Cardiovascular Diseases,2192.2,"per 100,000",Ages 65 years and older,Black (Non-Hispanic),Overall,48365
2015,TX,Panola,Cardiovascular Diseases,1595.9,"per 100,000",Ages 65 years and older,White,Overall,48365
2010,TX,Panola,Cardiovascular Diseases,1734.4,"per 100,000",Ages 65 years and older,White,Overall,48365
2002,TX,Panola,Cardiovascular Diseases,2308.3,"per 100,000",Ages 65 years and older,White,Overall,48365
2012,TX,Panola,Cardiovascular Diseases,1636.9,"per 100,000",Ages 65 years and older,White,Overall,48365
2017,TX,Panola,Cardiovascular Diseases,1555.5,"per 100,000",Ages 65 years and older,White,Overall,48365
2019,TX,Panola,Cardiovascular Diseases,1467.1,"per 100,000",Ages 65 years and older,White,Overall,48365
2005,TX,Panola,Cardiovascular Diseases,2103.1,"per 100,000",Ages 65 years and older,White,Overall,48365
2001,TX,Panola,Cardiovascular Diseases,2361.6,"per 100,000",Ages 65 years and older,White,Overall,48365
2014,TX,Panola,Cardiovascular Diseases,1590.3,"per 100,000",Ages 65 years and older,White,Overall,48365
2011,TX,Panola,Cardiovascular Diseases,1674.7,"per 100,000",Ages 65 years and older,White,Overall,48365
2009,TX,Panola,Cardiovascular Diseases,1745.3,"per 100,000",Ages 65 years and older,White,Overall,48365
1999,TX,Panola,Cardiovascular Diseases,2454.1,"per 100,000",Ages 65 years and older,White,Overall,48365
2006,TX,Panola,Cardiovascular Diseases,1925.8,"per 100,000",Ages 65 years and older,White,Overall,48365
2018,TX,Panola,Cardiovascular Diseases,1550.1,"per 100,000",Ages 65 years and older,White,Overall,48365
2004,TX,Panola,Cardiovascular Diseases,2184.3,"per 100,000",Ages 65 years and older,White,Overall,48365
2013,TX,Panola,Cardiovascular Diseases,1642.6,"per 100,000",Ages 65 years and older,White,Overall,48365
2016,TX,Panola,Cardiovascular Diseases,1572.9,"per 100,000",Ages 65 years and older,White,Overall,48365
2000,TX,Panola,Cardiovascular Diseases,2370,"per 100,000",Ages 65 years and older,White,Overall,48365
2007,TX,Panola,Cardiovascular Diseases,1912.8,"per 100,000",Ages 65 years and older,White,Overall,48365
2008,TX,Panola,Cardiovascular Diseases,1845.3,"per 100,000",Ages 65 years and older,White,Overall,48365
2003,TX,Panola,Cardiovascular Diseases,2292.1,"per 100,000",Ages 65 years and older,White,Overall,48365
2018,TX,Parker,Cardiovascular Diseases,48,"per 100,000",Ages 35-64 years,Asian/Pacific Islander,Overall,48367
2017,TX,Parker,Cardiovascular Diseases,48.1,"per 100,000",Ages 35-64 years,Asian/Pacific Islander,Overall,48367
2015,TX,Parker,Cardiovascular Diseases,42.5,"per 100,000",Ages 35-64 years,Asian/Pacific Islander,Overall,48367
2012,TX,Parker,Cardiovascular Diseases,40.2,"per 100,000",Ages 35-64 years,Asian/Pacific Islander,Overall,48367
1999,TX,Parker,Cardiovascular Diseases,56.9,"per 100,000",Ages 35-64 years,Asian/Pacific Islander,Overall,48367
2019,TX,Parker,Cardiovascular Diseases,55.3,"per 100,000",Ages 35-64 years,Asian/Pacific Islander,Overall,48367
2014,TX,Parker,Cardiovascular Diseases,43.8,"per 100,000",Ages 35-64 years,Asian/Pacific Islander,Overall,48367
2002,TX,Parker,Cardiovascular Diseases,51.2,"per 100,000",Ages 35-64 years,Asian/Pacific Islander,Overall,48367
2006,TX,Parker,Cardiovascular Diseases,47.7,"per 100,000",Ages 35-64 years,Asian/Pacific Islander,Overall,48367
2011,TX,Parker,Cardiovascular Diseases,45.6,"per 100,000",Ages 35-64 years,Asian/Pacific Islander,Overall,48367
2009,TX,Parker,Cardiovascular Diseases,42.6,"per 100,000",Ages 35-64 years,Asian/Pacific Islander,Overall,48367
2010,TX,Parker,Cardiovascular Diseases,42.6,"per 100,000",Ages 35-64 years,Asian/Pacific Islander,Overall,48367
2016,TX,Parker,Cardiovascular Diseases,48,"per 100,000",Ages 35-64 years,Asian/Pacific Islander,Overall,48367
2007,TX,Parker,Cardiovascular Diseases,48.7,"per 100,000",Ages 35-64 years,Asian/Pacific Islander,Overall,48367
2001,TX,Parker,Cardiovascular Diseases,54.8,"per 100,000",Ages 35-64 years,Asian/Pacific Islander,Overall,48367
2000,TX,Parker,Cardiovascular Diseases,54.6,"per 100,000",Ages 35-64 years,Asian/Pacific Islander,Overall,48367
2003,TX,Parker,Cardiovascular Diseases,52.2,"per 100,000",Ages 35-64 years,Asian/Pacific Islander,Overall,48367
2008,TX,Parker,Cardiovascular Diseases,46.6,"per 100,000",Ages 35-64 years,Asian/Pacific Islander,Overall,48367
2004,TX,Parker,Cardiovascular Diseases,50,"per 100,000",Ages 35-64 years,Asian/Pacific Islander,Overall,48367
2005,TX,Parker,Cardiovascular Diseases,52.5,"per 100,000",Ages 35-64 years,Asian/Pacific Islander,Overall,48367
2013,TX,Parker,Cardiovascular Diseases,44.8,"per 100,000",Ages 35-64 years,Asian/Pacific Islander,Overall,48367
2018,TX,Parker,Cardiovascular Diseases,174.6,"per 100,000",Ages 35-64 years,Black (Non-Hispanic),Overall,48367
2012,TX,Parker,Cardiovascular Diseases,169.5,"per 100,000",Ages 35-64 years,Black (Non-Hispanic),Overall,48367
2001,TX,Parker,Cardiovascular Diseases,278.7,"per 100,000",Ages 35-64 years,Black (Non-Hispanic),Overall,48367
2002,TX,Parker,Cardiovascular Diseases,266.7,"per 100,000",Ages 35-64 years,Black (Non-Hispanic),Overall,48367
2019,TX,Parker,Cardiovascular Diseases,183.3,"per 100,000",Ages 35-64 years,Black (Non-Hispanic),Overall,48367
2017,TX,Parker,Cardiovascular Diseases,167.9,"per 100,000",Ages 35-64 years,Black (Non-Hispanic),Overall,48367
2011,TX,Parker,Cardiovascular Diseases,184.3,"per 100,000",Ages 35-64 years,Black (Non-Hispanic),Overall,48367
2015,TX,Parker,Cardiovascular Diseases,171.6,"per 100,000",Ages 35-64 years,Black (Non-Hispanic),Overall,48367
2003,TX,Parker,Cardiovascular Diseases,260.2,"per 100,000",Ages 35-64 years,Black (Non-Hispanic),Overall,48367
2005,TX,Parker,Cardiovascular Diseases,229.9,"per 100,000",Ages 35-64 years,Black (Non-Hispanic),Overall,48367
2009,TX,Parker,Cardiovascular Diseases,203.1,"per 100,000",Ages 35-64 years,Black (Non-Hispanic),Overall,48367
2014,TX,Parker,Cardiovascular Diseases,167,"per 100,000",Ages 35-64 years,Black (Non-Hispanic),Overall,48367
2000,TX,Parker,Cardiovascular Diseases,290.7,"per 100,000",Ages 35-64 years,Black (Non-Hispanic),Overall,48367
2004,TX,Parker,Cardiovascular Diseases,241.6,"per 100,000",Ages 35-64 years,Black (Non-Hispanic),Overall,48367
1999,TX,Parker,Cardiovascular Diseases,295.9,"per 100,000",Ages 35-64 years,Black (Non-Hispanic),Overall,48367
2010,TX,Parker,Cardiovascular Diseases,192.2,"per 100,000",Ages 35-64 years,Black (Non-Hispanic),Overall,48367
2016,TX,Parker,Cardiovascular Diseases,166.5,"per 100,000",Ages 35-64 years,Black (Non-Hispanic),Overall,48367
2006,TX,Parker,Cardiovascular Diseases,212.6,"per 100,000",Ages 35-64 years,Black (Non-Hispanic),Overall,48367
2008,TX,Parker,Cardiovascular Diseases,197.4,"per 100,000",Ages 35-64 years,Black (Non-Hispanic),Overall,48367
2013,TX,Parker,Cardiovascular Diseases,164.3,"per 100,000",Ages 35-64 years,Black (Non-Hispanic),Overall,48367
2007,TX,Parker,Cardiovascular Diseases,202.5,"per 100,000",Ages 35-64 years,Black (Non-Hispanic),Overall,48367
2011,TX,Parker,Cardiovascular Diseases,67.5,"per 100,000",Ages 35-64 years,Hispanic,Overall,48367
2006,TX,Parker,Cardiovascular Diseases,70.7,"per 100,000",Ages 35-64 years,Hispanic,Overall,48367
2008,TX,Parker,Cardiovascular Diseases,69.6,"per 100,000",Ages 35-64 years,Hispanic,Overall,48367
2018,TX,Parker,Cardiovascular Diseases,61.2,"per 100,000",Ages 35-64 years,Hispanic,Overall,48367
2007,TX,Parker,Cardiovascular Diseases,70.5,"per 100,000",Ages 35-64 years,Hispanic,Overall,48367
2009,TX,Parker,Cardiovascular Diseases,72.9,"per 100,000",Ages 35-64 years,Hispanic,Overall,48367
2012,TX,Parker,Cardiovascular Diseases,65.5,"per 100,000",Ages 35-64 years,Hispanic,Overall,48367
2010,TX,Parker,Cardiovascular Diseases,72.5,"per 100,000",Ages 35-64 years,Hispanic,Overall,48367
2019,TX,Parker,Cardiovascular Diseases,61.8,"per 100,000",Ages 35-64 years,Hispanic,Overall,48367
2005,TX,Parker,Cardiovascular Diseases,78.7,"per 100,000",Ages 35-64 years,Hispanic,Overall,48367
2000,TX,Parker,Cardiovascular Diseases,88,"per 100,000",Ages 35-64 years,Hispanic,Overall,48367
1999,TX,Parker,Cardiovascular Diseases,90.8,"per 100,000",Ages 35-64 years,Hispanic,Overall,48367
2017,TX,Parker,Cardiovascular Diseases,62.5,"per 100,000",Ages 35-64 years,Hispanic,Overall,48367
2016,TX,Parker,Cardiovascular Diseases,61.1,"per 100,000",Ages 35-64 years,Hispanic,Overall,48367
2001,TX,Parker,Cardiovascular Diseases,85.6,"per 100,000",Ages 35-64 years,Hispanic,Overall,48367
2014,TX,Parker,Cardiovascular Diseases,63.2,"per 100,000",Ages 35-64 years,Hispanic,Overall,48367
2015,TX,Parker,Cardiovascular Diseases,63.3,"per 100,000",Ages 35-64 years,Hispanic,Overall,48367
2003,TX,Parker,Cardiovascular Diseases,79.6,"per 100,000",Ages 35-64 years,Hispanic,Overall,48367
2013,TX,Parker,Cardiovascular Diseases,62.5,"per 100,000",Ages 35-64 years,Hispanic,Overall,48367
2004,TX,Parker,Cardiovascular Diseases,81.3,"per 100,000",Ages 35-64 years,Hispanic,Overall,48367
2002,TX,Parker,Cardiovascular Diseases,87.8,"per 100,000",Ages 35-64 years,Hispanic,Overall,48367
2014,TX,Parker,Cardiovascular Diseases,118.8,"per 100,000",Ages 35-64 years,White,Overall,48367
2018,TX,Parker,Cardiovascular Diseases,125.2,"per 100,000",Ages 35-64 years,White,Overall,48367
2013,TX,Parker,Cardiovascular Diseases,118.2,"per 100,000",Ages 35-64 years,White,Overall,48367
2017,TX,Parker,Cardiovascular Diseases,120.4,"per 100,000",Ages 35-64 years,White,Overall,48367
2004,TX,Parker,Cardiovascular Diseases,132.6,"per 100,000",Ages 35-64 years,White,Overall,48367
2005,TX,Parker,Cardiovascular Diseases,128.9,"per 100,000",Ages 35-64 years,White,Overall,48367
2015,TX,Parker,Cardiovascular Diseases,117.1,"per 100,000",Ages 35-64 years,White,Overall,48367
2007,TX,Parker,Cardiovascular Diseases,137.7,"per 100,000",Ages 35-64 years,White,Overall,48367
2019,TX,Parker,Cardiovascular Diseases,129.6,"per 100,000",Ages 35-64 years,White,Overall,48367
2000,TX,Parker,Cardiovascular Diseases,150.9,"per 100,000",Ages 35-64 years,White,Overall,48367
2001,TX,Parker,Cardiovascular Diseases,152.3,"per 100,000",Ages 35-64 years,White,Overall,48367
2016,TX,Parker,Cardiovascular Diseases,118,"per 100,000",Ages 35-64 years,White,Overall,48367
2008,TX,Parker,Cardiovascular Diseases,139.6,"per 100,000",Ages 35-64 years,White,Overall,48367
2006,TX,Parker,Cardiovascular Diseases,127.7,"per 100,000",Ages 35-64 years,White,Overall,48367
2009,TX,Parker,Cardiovascular Diseases,134.2,"per 100,000",Ages 35-64 years,White,Overall,48367
2002,TX,Parker,Cardiovascular Diseases,152.6,"per 100,000",Ages 35-64 years,White,Overall,48367
2012,TX,Parker,Cardiovascular Diseases,117.4,"per 100,000",Ages 35-64 years,White,Overall,48367
2010,TX,Parker,Cardiovascular Diseases,129.9,"per 100,000",Ages 35-64 years,White,Overall,48367
2003,TX,Parker,Cardiovascular Diseases,137.4,"per 100,000",Ages 35-64 years,White,Overall,48367
1999,TX,Parker,Cardiovascular Diseases,159.6,"per 100,000",Ages 35-64 years,White,Overall,48367
2011,TX,Parker,Cardiovascular Diseases,120.7,"per 100,000",Ages 35-64 years,White,Overall,48367
2008,TX,Parker,Cardiovascular Diseases,1115.2,"per 100,000",Ages 65 years and older,Hispanic,Overall,48367
2009,TX,Parker,Cardiovascular Diseases,1109.9,"per 100,000",Ages 65 years and older,Hispanic,Overall,48367
2006,TX,Parker,Cardiovascular Diseases,1157.5,"per 100,000",Ages 65 years and older,Hispanic,Overall,48367
2000,TX,Parker,Cardiovascular Diseases,1572.1,"per 100,000",Ages 65 years and older,Hispanic,Overall,48367
2019,TX,Parker,Cardiovascular Diseases,845.6,"per 100,000",Ages 65 years and older,Hispanic,Overall,48367
2018,TX,Parker,Cardiovascular Diseases,850.6,"per 100,000",Ages 65 years and older,Hispanic,Overall,48367
2007,TX,Parker,Cardiovascular Diseases,1162,"per 100,000",Ages 65 years and older,Hispanic,Overall,48367
2003,TX,Parker,Cardiovascular Diseases,1385.4,"per 100,000",Ages 65 years and older,Hispanic,Overall,48367
2017,TX,Parker,Cardiovascular Diseases,852.6,"per 100,000",Ages 65 years and older,Hispanic,Overall,48367
2016,TX,Parker,Cardiovascular Diseases,850.5,"per 100,000",Ages 65 years and older,Hispanic,Overall,48367
2013,TX,Parker,Cardiovascular Diseases,891.7,"per 100,000",Ages 65 years and older,Hispanic,Overall,48367
2011,TX,Parker,Cardiovascular Diseases,978.6,"per 100,000",Ages 65 years and older,Hispanic,Overall,48367
2014,TX,Parker,Cardiovascular Diseases,864.1,"per 100,000",Ages 65 years and older,Hispanic,Overall,48367
2002,TX,Parker,Cardiovascular Diseases,1518,"per 100,000",Ages 65 years and older,Hispanic,Overall,48367
2001,TX,Parker,Cardiovascular Diseases,1492.4,"per 100,000",Ages 65 years and older,Hispanic,Overall,48367
2010,TX,Parker,Cardiovascular Diseases,1102.3,"per 100,000",Ages 65 years and older,Hispanic,Overall,48367
2015,TX,Parker,Cardiovascular Diseases,888.3,"per 100,000",Ages 65 years and older,Hispanic,Overall,48367
1999,TX,Parker,Cardiovascular Diseases,1738.3,"per 100,000",Ages 65 years and older,Hispanic,Overall,48367
2004,TX,Parker,Cardiovascular Diseases,1286,"per 100,000",Ages 65 years and older,Hispanic,Overall,48367
2005,TX,Parker,Cardiovascular Diseases,1314.9,"per 100,000",Ages 65 years and older,Hispanic,Overall,48367
2012,TX,Parker,Cardiovascular Diseases,926.3,"per 100,000",Ages 65 years and older,Hispanic,Overall,48367
2015,TX,Parker,Cardiovascular Diseases,1610.9,"per 100,000",Ages 65 years and older,White,Overall,48367
2010,TX,Parker,Cardiovascular Diseases,1794.5,"per 100,000",Ages 65 years and older,White,Overall,48367
2002,TX,Parker,Cardiovascular Diseases,2657.9,"per 100,000",Ages 65 years and older,White,Overall,48367
2012,TX,Parker,Cardiovascular Diseases,1579,"per 100,000",Ages 65 years and older,White,Overall,48367
2017,TX,Parker,Cardiovascular Diseases,1583.6,"per 100,000",Ages 65 years and older,White,Overall,48367
2019,TX,Parker,Cardiovascular Diseases,1569,"per 100,000",Ages 65 years and older,White,Overall,48367
2005,TX,Parker,Cardiovascular Diseases,2276.7,"per 100,000",Ages 65 years and older,White,Overall,48367
2001,TX,Parker,Cardiovascular Diseases,2713.4,"per 100,000",Ages 65 years and older,White,Overall,48367
2014,TX,Parker,Cardiovascular Diseases,1559.1,"per 100,000",Ages 65 years and older,White,Overall,48367
2011,TX,Parker,Cardiovascular Diseases,1675.5,"per 100,000",Ages 65 years and older,White,Overall,48367
2009,TX,Parker,Cardiovascular Diseases,1840.7,"per 100,000",Ages 65 years and older,White,Overall,48367
1999,TX,Parker,Cardiovascular Diseases,2969.8,"per 100,000",Ages 65 years and older,White,Overall,48367
2006,TX,Parker,Cardiovascular Diseases,2070.4,"per 100,000",Ages 65 years and older,White,Overall,48367
2018,TX,Parker,Cardiovascular Diseases,1586.4,"per 100,000",Ages 65 years and older,White,Overall,48367
